,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
14819,E,36,Completed,2009-09-16 00:00:00,0.37453000000000003,0.35,0.34,FL,Teacher,Full-time,384.0,True,"$50,000-74,999",True,5000.0,1.0,1.0,1.07,27.0,1500,67.85,0.34,1500
14836,D,36,Completed,2010-02-27 00:00:00,0.20735,0.2,0.19,MA,Professional,Full-time,12.0,False,"$25,000-49,999",True,2265.416667,3.0,6.0,0.52,19.0,7500,278.73,0.63,7500
14837,A,36,Chargedoff,2008-10-23 00:00:00,0.26475,0.2495,0.2395,IL,Postal Service,Full-time,342.0,True,"$50,000-74,999",True,4309.333333,1.0,49.0,0.01,37.0,5000,198.67,0.43,5000
14839,AA,36,Completed,2008-12-10 00:00:00,0.08383,0.077,0.077,FL,Engineer - Mechanical,Full-time,43.0,True,"$75,000-99,999",True,6750.0,1.0,3.0,0.32,35.0,5000,155.99,0.17,5000
14845,D,36,Completed,2011-01-03 00:00:00,0.23748000000000002,0.23,0.22,CA,Military Enlisted,Full-time,74.0,False,"$25,000-49,999",True,3166.666667,2.0,6.0,0.9,16.0,6000,141.16,0.35,6000
14866,AA,36,Completed,2009-06-11 00:00:00,0.08935,0.0825,0.0825,MN,Computer Programmer,Full-time,98.0,True,"$50,000-74,999",True,6000.0,0.0,4.0,0.21,11.0,8500,267.34,0.2,8500
14869,D,36,Completed,2011-05-12 00:00:00,0.22236999999999998,0.2,0.19,OH,Other,Full-time,114.0,False,"$25,000-49,999",True,4000.0,0.0,4.0,0.66,15.0,9000,334.47,0.18,9000
14871,B,36,Completed,2008-11-26 00:00:00,0.14709,0.14,0.13,UT,Other,Full-time,13.0,False,"$50,000-74,999",True,5166.666667,3.0,12.0,0.64,22.0,14000,478.49,0.26,14000
14884,A,36,Completed,2011-08-19 00:00:00,0.12201,0.108,0.098,CA,Other,Full-time,93.0,False,"$75,000-99,999",True,7916.666667,2.0,4.0,0.33,22.0,5300,173.01,0.2,5300
14885,E,36,Completed,2011-04-01 00:00:00,0.2396,0.217,0.207,AL,Computer Programmer,Full-time,83.0,True,"$75,000-99,999",True,6416.666667,6.0,12.0,1.17,17.0,3000,112.82,0.06,3000
14901,A,36,Completed,2010-03-12 00:00:00,0.12201,0.108,0.098,VA,Analyst,Full-time,2.0,False,"$75,000-99,999",True,6590.0,0.0,0.0,0.34,17.0,5000,163.22,0.25,5000
14917,E,36,Completed,2008-12-24 00:00:00,0.31363,0.29,0.28,SC,Computer Programmer,Full-time,16.0,False,"$50,000-74,999",True,5939.75,3.0,8.0,0.0,24.0,1000,41.91,0.04,1000
14927,HR,36,Chargedoff,2009-01-13 00:00:00,0.35372,0.3295,0.3195,IL,Teacher's Aide,Full-time,17.0,False,"$1-24,999",True,1240.0,1.0,2.0,0.46,17.0,1200,52.9,0.4,1200
14931,C,36,Defaulted,2010-04-29 00:00:00,0.17879,0.157,0.147,RI,Medical Technician,Full-time,51.0,True,"$75,000-99,999",True,6666.666667,4.0,6.0,0.0,13.0,2000,70.02,0.02,2000
14932,HR,36,Chargedoff,2009-03-16 00:00:00,0.37453000000000003,0.35,0.34,MD,Sales - Retail,Full-time,50.0,False,"$25,000-49,999",True,2833.333333,3.0,8.0,1.0,8.0,2000,90.47,0.25,2000
14945,C,36,Completed,2011-04-30 00:00:00,0.23504,0.2125,0.2025,WA,Professional,Full-time,111.0,False,"$25,000-49,999",True,3833.333333,0.0,4.0,0.6,24.0,15000,536.39,0.4,15000
14949,C,36,Completed,2009-04-24 00:00:00,0.19095,0.169,0.159,NM,Other,Full-time,66.0,False,"$25,000-49,999",True,2233.083333,2.0,16.0,0.0,6.0,2900,103.25,0.09,2900
14961,B,36,Completed,2009-07-01 00:00:00,0.31563,0.2999,0.2899,MN,Analyst,Full-time,61.0,True,"$50,000-74,999",True,4166.666667,1.0,8.0,0.75,14.0,15000,636.69,0.17,15000
14963,HR,36,Chargedoff,2011-03-24 00:00:00,0.27813000000000004,0.255,0.245,WV,Laborer,Full-time,24.0,False,"$1-24,999",True,1916.6666670000002,2.0,4.0,0.0,1.0,1000,40.02,0.09,1000
14964,AA,36,Defaulted,2010-06-15 00:00:00,0.14357,0.1365,0.1265,NJ,Analyst,Full-time,37.0,True,"$50,000-74,999",True,5416.666667,1.0,20.0,0.35,36.0,6000,204.05,0.3,6000
14966,C,36,Completed,2011-01-17 00:00:00,0.27767,0.27,0.26,IL,Clerical,Full-time,64.0,True,"$50,000-74,999",True,4250.0,6.0,8.0,0.0,10.0,12500,320.16,0.15,12500
14978,A,36,Chargedoff,2009-04-19 00:00:00,0.27465,0.267,0.262,CA,Other,Full-time,28.0,True,Not displayed,True,2916.666667,6.0,23.0,0.0,24.0,25000,1016.61,0.42,25000
14985,AA,36,Completed,2009-09-30 00:00:00,0.09186,0.085,0.075,VA,Sales - Retail,Self-employed,28.0,True,"$100,000+",True,9166.666667,3.0,15.0,0.0,32.0,5000,157.84,0.16,5000
14989,B,36,Completed,2009-02-10 00:00:00,0.11696,0.11,0.1,NM,Other,Full-time,312.0,True,"$75,000-99,999",True,6500.0,10.0,26.0,0.0,13.0,5000,163.69,0.16,5000
14995,A,36,Completed,2010-04-13 00:00:00,0.08971,0.0725,0.065,FL,Professional,Full-time,79.0,False,"$25,000-49,999",True,3100.0,0.0,0.0,0.53,35.0,1000,30.99,0.15,1000
14999,D,36,Completed,2009-01-09 00:00:00,0.15211,0.145,0.13,IL,Professional,Part-time,100.0,True,"$25,000-49,999",True,2210.833333,0.0,0.0,0.0,22.0,4500,154.89,0.11,4500
15003,AA,36,Completed,2010-09-11 00:00:00,0.08684,0.08,0.075,TX,Analyst,Full-time,5.0,True,"$75,000-99,999",True,6250.0,1.0,4.0,0.0,18.0,5000,156.68,0.03,5000
15008,C,36,Completed,2010-03-05 00:00:00,0.14458,0.1375,0.1275,MI,Clerical,Part-time,12.0,False,"$1-24,999",True,416.666667,0.0,0.0,0.0,5.0,3000,102.17,0.25,3000
15021,AA,36,Chargedoff,2009-10-01 00:00:00,0.08684,0.08,0.08,OH,Other,Full-time,22.0,False,"$25,000-49,999",True,2666.666667,1.0,4.0,0.08,21.0,7500,235.02,0.27,7500
15022,E,36,Chargedoff,2011-12-29 00:00:00,0.35413,0.3299,0.3199,VA,Administrative Assistant,Full-time,22.0,False,"$50,000-74,999",True,5150.833333,1.0,5.0,1.01,17.0,2000,88.21,0.13,2000
15024,HR,36,Completed,2010-01-29 00:00:00,0.36623,0.35,0.34,MO,Computer Programmer,Full-time,138.0,False,"$75,000-99,999",True,7416.666667,0.0,6.0,1.1,12.0,2500,113.09,0.08,2500
15026,AA,36,Completed,2009-05-28 00:00:00,0.08985,0.083,0.078,IL,Other,Full-time,4.0,False,"$50,000-74,999",True,4166.666667,1.0,1.0,0.3,3.0,3500,110.16,0.22,3500
15032,AA,36,Completed,2010-11-10 00:00:00,0.08684,0.08,0.08,FL,Professor,Full-time,114.0,True,"$75,000-99,999",True,7500.0,1.0,3.0,0.37,24.0,5500,172.35,0.08,5500
15034,D,36,Completed,2011-02-01 00:00:00,0.18943,0.1675,0.1575,CA,Administrative Assistant,Full-time,54.0,False,"$50,000-74,999",True,5333.333333,0.0,4.0,0.61,12.0,7200,255.8,0.26,7200
15036,C,36,Defaulted,2011-09-01 00:00:00,0.33393,0.31,0.3,GA,Teacher,Full-time,8.0,True,"$50,000-74,999",True,5000.0,0.0,1.0,0.87,45.0,7500,192.57,0.62,7500
15041,D,36,Completed,2008-04-03 00:00:00,0.22715,0.2187,0.2037,NC,Other,Full-time,78.0,True,"$25,000-49,999",True,3500.0,7.0,22.0,0.73,48.0,2200,83.87,0.91,2200
15064,A,36,Completed,2010-09-29 00:00:00,0.13410999999999998,0.12,0.11,AR,Other,Full-time,21.0,False,"$25,000-49,999",True,2250.0,1.0,5.0,0.29,23.0,5000,166.07,0.53,5000
15071,B,36,Completed,2011-02-04 00:00:00,0.11797,0.104,0.094,AZ,Engineer - Chemical,Full-time,114.0,True,"$50,000-74,999",True,5833.333333,2.0,6.0,0.72,16.0,3000,97.37,0.21,3000
15073,C,36,Completed,2008-10-23 00:00:00,0.11445,0.1075,0.0975,CA,Executive,Full-time,9.0,False,"$50,000-74,999",True,5000.0,2.0,9.0,0.32,11.0,2500,81.55,0.09,2500
15076,C,36,Completed,2009-02-24 00:00:00,0.21223000000000003,0.19,0.18,AR,Military Enlisted,Full-time,251.0,True,"$50,000-74,999",True,5033.0,2.0,9.0,0.0,24.0,3000,109.97,0.11,3000
15080,E,36,Defaulted,2008-07-21 00:00:00,0.19987,0.1852,0.1652,CO,Sales - Commission,Full-time,4.0,False,"$25,000-49,999",True,3750.0,4.0,7.0,0.0,17.0,6000,218.48,0.07,6000
15099,E,36,Completed,2011-04-21 00:00:00,0.37453000000000003,0.35,0.34,OH,Other,Full-time,22.0,False,"$25,000-49,999",True,2333.333333,1.0,1.0,0.7,12.0,3000,135.71,0.09,3000
15101,C,36,Completed,2010-04-27 00:00:00,0.18725999999999998,0.18,0.17,IA,Laborer,Full-time,121.0,True,"$25,000-49,999",True,3333.333333,4.0,11.0,0.92,16.0,3000,108.46,0.15,3000
15103,D,36,Chargedoff,2009-11-28 00:00:00,0.16460999999999998,0.143,0.133,OR,Other,Full-time,12.0,False,"$25,000-49,999",True,2416.666667,0.0,4.0,1.02,6.0,4650,159.6,0.15,4650
15110,AA,36,Completed,2009-08-21 00:00:00,0.09186,0.085,0.075,NM,Teacher,Full-time,58.0,True,"$25,000-49,999",True,3333.333333,0.0,1.0,0.0,17.0,5000,157.84,0.19,5000
15112,B,36,Completed,2011-10-12 00:00:00,0.28797,0.2725,0.2625,MD,Other,Full-time,37.0,True,"$50,000-74,999",True,5000.0,1.0,9.0,0.57,55.0,6700,274.43,0.5,6700
15115,B,36,Chargedoff,2008-11-25 00:00:00,0.19218,0.1849,0.1699,NC,Executive,Full-time,19.0,True,"$100,000+",True,10416.666667,4.0,12.0,0.9,31.0,25000,909.97,0.39,25000
15119,A,36,Defaulted,2008-07-16 00:00:00,0.16717,0.16,0.155,OH,Food Service,Full-time,27.0,True,"$25,000-49,999",True,2666.666667,9.0,10.0,0.25,13.0,17000,597.67,0.42,17000
15126,C,36,Defaulted,2009-07-16 00:00:00,0.15713,0.15,0.14,GA,Professional,Full-time,69.0,False,"$25,000-49,999",True,3880.0,0.0,4.0,0.83,21.0,5000,173.33,0.07,5000
15134,E,36,Chargedoff,2010-12-08 00:00:00,0.37453000000000003,0.35,0.34,FL,Other,Part-time,5.0,False,"$1-24,999",True,1666.666667,2.0,5.0,0.98,2.0,3000,135.71,0.09,3000
15138,B,36,Completed,2008-12-18 00:00:00,0.30745,0.2918,0.2818,IN,Accountant/CPA,Full-time,199.0,True,"$50,000-74,999",True,4166.666667,0.0,1.0,0.7,41.0,15000,630.06,0.6,15000
15147,D,36,Completed,2010-06-11 00:00:00,0.22034,0.198,0.188,OR,Student - College Senior,Part-time,12.0,False,"$1-24,999",True,1360.833333,1.0,2.0,0.77,10.0,3000,111.19,0.17,3000
15153,D,36,Chargedoff,2008-03-18 00:00:00,0.26761999999999997,0.26,0.25,MO,Skilled Labor,Full-time,215.0,True,"$50,000-74,999",True,5238.333333,3.0,13.0,0.99,40.0,7500,302.18,0.2,7500
15154,AA,36,Completed,2010-02-22 00:00:00,0.09186,0.085,0.075,WV,Engineer - Mechanical,Full-time,39.0,True,"$100,000+",True,9175.916667,0.0,10.0,0.52,10.0,5000,157.84,0.08,5000
15155,D,36,Completed,2010-02-17 00:00:00,0.37453000000000003,0.35,0.34,UT,Sales - Retail,Part-time,1.0,False,"$1-24,999",True,630.0,2.0,2.0,0.16,2.0,1000,45.24,0.16,1000
15158,B,36,Defaulted,2009-01-25 00:00:00,0.18635,0.1718,0.1618,CA,Scientist,Full-time,30.0,True,"$100,000+",True,9166.666667,1.0,6.0,0.99,30.0,7000,250.2,0.36,7000
15159,B,36,Chargedoff,2008-03-04 00:00:00,0.16215,0.155,0.13,CA,Other,Full-time,9.0,False,"$25,000-49,999",True,2916.666667,2.0,16.0,0.06,11.0,6000,209.46,0.25,6000
15161,E,36,Chargedoff,2009-11-28 00:00:00,0.37453000000000003,0.35,0.34,ME,Other,Full-time,46.0,False,"$75,000-99,999",True,6617.416667,1.0,3.0,0.0,28.0,2950,133.45,0.15,2950
15163,D,36,Completed,2009-04-21 00:00:00,0.15698,0.155,0.145,TX,Engineer - Chemical,Full-time,8.0,False,"$25,000-49,999",True,3500.0,0.0,3.0,0.78,12.0,9000,314.2,0.25,9000
15170,D,36,Chargedoff,2009-04-06 00:00:00,0.27305999999999997,0.25,0.24,CA,Accountant/CPA,Full-time,67.0,False,"$50,000-74,999",True,5166.666667,4.0,17.0,0.28,17.0,6000,238.56,0.26,6000
15174,D,36,Chargedoff,2009-06-13 00:00:00,0.20905,0.198,0.188,MN,Other,Self-employed,10.0,True,"$25,000-49,999",True,2500.0,0.0,5.0,0.82,15.0,5000,185.31,0.25,5000
15186,D,36,Completed,2011-03-18 00:00:00,0.30471,0.293,0.283,CA,Other,Self-employed,149.0,False,"$75,000-99,999",True,7011.0,6.0,21.0,0.72,34.0,5000,152.55,0.19,5000
15195,B,36,Defaulted,2009-02-06 00:00:00,0.18475,0.1775,0.1675,CO,Other,Retired,257.0,False,"$25,000-49,999",True,2083.333333,0.0,0.0,0.74,18.0,5500,198.15,0.42,5500
15196,B,36,Defaulted,2009-05-10 00:00:00,0.15629,0.142,0.132,FL,Sales - Retail,Full-time,119.0,True,"$25,000-49,999",True,3750.0,1.0,7.0,0.3,34.0,6000,205.65,0.31,6000
15222,D,36,Chargedoff,2011-01-29 00:00:00,0.17677,0.155,0.145,MD,Other,Part-time,1.0,False,"$1-24,999",True,470.583333,0.0,1.0,0.65,3.0,1750,61.09,0.28,1750
15226,C,36,Defaulted,2008-11-18 00:00:00,0.29775999999999997,0.29,0.26,IL,Other,Full-time,200.0,True,"$100,000+",True,11984.833333,5.0,21.0,1.0,18.0,10000,419.06,0.13,10000
15227,E,36,Defaulted,2008-07-10 00:00:00,0.37453000000000003,0.35,0.34,OR,Skilled Labor,Full-time,127.0,False,"$50,000-74,999",True,5833.333333,30.0,87.0,0.44,46.0,2000,90.47,0.25,2000
15231,B,36,Chargedoff,2011-09-27 00:00:00,0.14620999999999998,0.132,0.122,GA,Professional,Full-time,32.0,True,"$25,000-49,999",True,3833.333333,1.0,3.0,0.73,14.0,9500,321.01,0.24,9500
15235,HR,36,Completed,2011-05-27 00:00:00,0.08984,0.0728,0.0628,TX,Teacher,Full-time,23.0,False,"$75,000-99,999",True,6333.333333,6.0,10.0,0.93,21.0,1010,31.32,0.15,1010
15238,AA,36,Completed,2009-03-30 00:00:00,0.08684,0.08,0.075,CA,Other,Full-time,326.0,False,"$1-24,999",True,641.25,0.0,0.0,0.0,8.0,2550,79.91,0.15,2550
15240,D,36,Completed,2010-01-29 00:00:00,0.18153,0.1597,0.1497,CA,Military Officer,Full-time,147.0,False,"$50,000-74,999",True,5602.25,3.0,12.0,0.97,33.0,5300,186.25,0.2,5300
15247,D,36,Completed,2009-09-15 00:00:00,0.16637000000000002,0.1574,0.1474,OH,Computer Programmer,Full-time,83.0,True,"$25,000-49,999",True,3604.166667,0.0,5.0,0.53,10.0,2000,70.06,0.11,2000
15261,B,36,Completed,2010-07-28 00:00:00,0.19967000000000001,0.185,0.175,WA,Computer Programmer,Full-time,10.0,False,"$75,000-99,999",True,7333.333333,0.0,8.0,0.39,17.0,25000,910.09,0.2,25000
15265,D,36,Completed,2010-05-20 00:00:00,0.2425,0.235,0.22,GA,Sales - Commission,Self-employed,9.0,False,Not displayed,True,2083.333333,2.0,10.0,0.7,33.0,8000,311.77,0.68,8000
15266,C,36,Completed,2011-06-01 00:00:00,0.12105999999999999,0.1,0.09,IA,Other,Full-time,19.0,False,"$25,000-49,999",True,2333.333333,0.0,1.0,0.07,11.0,4000,129.07,0.22,4000
15271,C,36,Chargedoff,2011-02-18 00:00:00,0.14709,0.14,0.13,IA,Skilled Labor,Full-time,26.0,True,"$25,000-49,999",True,2666.666667,3.0,7.0,0.86,9.0,3500,119.62,0.15,3500
15278,B,36,Completed,2011-03-17 00:00:00,0.20572,0.191,0.181,CA,Sales - Retail,Part-time,4.0,False,"$1-24,999",True,1666.666667,3.0,3.0,0.68,7.0,10000,357.96,0.38,10000
15284,HR,36,Defaulted,2007-08-22 00:00:00,0.30564,0.29,0.26,NM,Skilled Labor,Full-time,0.0,False,"$25,000-49,999",True,3916.666667,4.0,10.0,0.0,7.0,2501,104.81,0.06,2501
15289,A,36,Completed,2010-06-15 00:00:00,0.127,0.12,0.105,MD,Professional,Full-time,283.0,True,"$100,000+",True,8381.5,1.0,2.0,0.26,63.0,8500,282.32,0.18,8500
15292,C,36,Completed,2010-08-11 00:00:00,0.33271,0.3088,0.2988,AZ,Professional,Full-time,22.0,False,"$50,000-74,999",True,5843.75,0.0,3.0,0.97,21.0,11499,493.71,0.25,11499
15297,D,36,Chargedoff,2009-04-16 00:00:00,0.27767,0.27,0.26,IL,Other,Full-time,3.0,False,"$25,000-49,999",True,2541.666667,5.0,11.0,0.35,14.0,5000,204.13,0.18,5000
15304,D,36,Completed,2011-05-20 00:00:00,0.16460999999999998,0.143,0.133,CA,Other,Full-time,85.0,False,"$25,000-49,999",True,3166.666667,0.0,7.0,0.93,16.0,2500,85.81,0.22,2500
15305,B,36,Completed,2010-06-10 00:00:00,0.17722000000000002,0.17,0.155,TX,Other,Full-time,5.0,False,"$75,000-99,999",True,7322.0,2.0,14.0,0.0,36.0,13910,495.93,0.16,13910
15306,B,36,Completed,2010-07-27 00:00:00,0.21739,0.21,0.2,MD,Nurse (RN),Full-time,40.0,True,"$75,000-99,999",True,6833.333333,2.0,3.0,0.96,17.0,12000,452.1,0.16,12000
15315,D,36,Chargedoff,2009-09-05 00:00:00,0.22583000000000003,0.2184,0.2084,ID,Other,Full-time,30.0,False,"$25,000-49,999",True,3583.333333,8.0,16.0,0.57,13.0,5000,190.54,0.16,5000
15325,B,36,Completed,2009-03-30 00:00:00,0.14006,0.133,0.118,OH,Retail Management,Full-time,19.0,False,"$25,000-49,999",True,3630.25,0.0,0.0,0.69,20.0,13000,439.9,0.38,13000
15333,C,36,Completed,2010-01-10 00:00:00,0.22236999999999998,0.2,0.19,CO,Other,Full-time,94.0,False,"$100,000+",True,9151.333333,0.0,2.0,0.74,23.0,10000,371.64,0.29,10000
15335,C,36,Completed,2009-03-18 00:00:00,0.2903,0.267,0.257,IL,Truck Driver,Full-time,53.0,False,"$50,000-74,999",True,5000.0,0.0,2.0,0.62,24.0,1200,48.8,0.26,1200
15341,C,36,Completed,2009-12-22 00:00:00,0.20735,0.2,0.18,IL,Engineer - Electrical,Full-time,179.0,True,"$100,000+",True,8532.083333,3.0,9.0,0.37,36.0,10000,371.64,0.15,10000
15348,HR,36,Completed,2011-02-23 00:00:00,0.12105999999999999,0.1,0.09,NC,Other,Full-time,11.0,False,"$1-24,999",True,1666.666667,1.0,4.0,0.67,8.0,3275,105.68,0.39,3275
15350,B,36,Chargedoff,2009-07-23 00:00:00,0.19462000000000002,0.18,0.17,PA,Professional,Full-time,162.0,False,"$100,000+",True,15416.666667,4.0,7.0,0.81,34.0,7300,263.91,0.16,7300
15353,B,36,Chargedoff,2009-01-04 00:00:00,0.15703,0.1499,0.1299,CA,Sales - Commission,Full-time,4.0,False,"$25,000-49,999",True,2100.0,0.0,2.0,0.12,2.0,3900,135.18,0.08,3900
15354,B,36,Completed,2011-02-02 00:00:00,0.1089,0.095,0.085,MO,Analyst,Full-time,5.0,True,"$50,000-74,999",True,5000.0,2.0,9.0,0.95,19.0,1500,0.0,0.06,1500
15356,C,36,Completed,2009-10-26 00:00:00,0.14275,0.125,0.105,NY,Civil Service,Full-time,97.0,True,"$25,000-49,999",True,3289.75,8.0,25.0,0.52,51.0,1000,28.73,0.28,1000
15360,C,36,Completed,2008-10-21 00:00:00,0.17018,0.1485,0.1385,SC,Professor,Full-time,129.0,False,"$75,000-99,999",True,7083.333333,2.0,7.0,0.94,61.0,4000,138.37,0.38,4000
15362,AA,36,Completed,2011-04-03 00:00:00,0.08182,0.075,0.075,VA,Other,Full-time,40.0,True,"$50,000-74,999",True,5833.333333,1.0,4.0,0.14,11.0,5000,95.07,0.04,5000
15373,E,36,Completed,2007-10-29 00:00:00,0.30564,0.29,0.28,OR,Skilled Labor,Full-time,118.0,True,"$50,000-74,999",True,5833.333333,23.0,85.0,0.83,48.0,5300,222.1,0.27,5300
15378,D,36,Completed,2011-03-07 00:00:00,0.18183,0.16,0.15,CO,Computer Programmer,Full-time,67.0,True,"$50,000-74,999",True,5376.0,2.0,5.0,0.12,32.0,2170,74.74,0.14,2170
15380,D,36,Completed,2011-05-13 00:00:00,0.2097,0.1875,0.1775,MD,Other,Full-time,6.0,False,"$25,000-49,999",True,3333.333333,0.0,1.0,0.92,7.0,7500,263.58,0.2,7500
15384,D,36,Chargedoff,2009-10-07 00:00:00,0.18224,0.175,0.16,MN,Teacher's Aide,Part-time,65.0,False,"$1-24,999",True,1152.166667,0.0,1.0,0.0,2.0,3000,107.71,0.16,3000
15393,HR,36,Chargedoff,2008-02-18 00:00:00,0.2148,0.2,0.17,OK,Other,Self-employed,3.0,False,"$1-24,999",True,1404.166667,0.0,4.0,0.72,13.0,5000,185.82,0.25,5000
15409,HR,36,Completed,2011-05-22 00:00:00,0.37453000000000003,0.35,0.34,VA,Other,Full-time,121.0,False,"$25,000-49,999",True,3562.916667,5.0,14.0,0.97,8.0,1000,43.18,0.06,1000
15428,D,36,Completed,2009-08-24 00:00:00,0.16984000000000002,0.1518,0.1368,WI,Nurse (RN),Full-time,276.0,True,"$50,000-74,999",True,5416.666667,2.0,12.0,0.84,49.0,1000,34.75,0.27,1000
15442,A,36,Completed,2009-02-13 00:00:00,0.11292999999999999,0.099,0.089,NY,Accountant/CPA,Full-time,61.0,True,"$100,000+",True,16250.0,1.0,16.0,0.23,27.0,2500,80.55,0.06,2500
15462,AA,36,Chargedoff,2009-09-15 00:00:00,0.10440999999999999,0.0975,0.085,FL,Realtor,Full-time,46.0,True,"$100,000+",True,25000.0,6.0,15.0,0.32,63.0,10000,321.5,0.19,10000
15474,AA,36,Completed,2009-11-20 00:00:00,0.08182,0.075,0.075,IL,Professional,Full-time,5.0,False,"$50,000-74,999",True,4333.333333,0.0,0.0,0.1,10.0,6060,188.5,0.13,6060
15476,B,36,Completed,2009-10-30 00:00:00,0.15713,0.15,0.135,AK,Professional,Full-time,33.0,True,"$50,000-74,999",True,5583.333333,3.0,7.0,0.98,17.0,8000,268.64,0.21,8000
15478,AA,36,Chargedoff,2008-09-25 00:00:00,0.09638,0.0895,0.0895,WI,Retail Management,Self-employed,4.0,True,"$25,000-49,999",True,2500.0,1.0,2.0,0.27,10.0,9000,285.99,0.13,9000
15480,B,36,Chargedoff,2009-03-04 00:00:00,0.18725999999999998,0.18,0.17,ID,Food Service Management,Full-time,20.0,True,"$25,000-49,999",True,2833.333333,7.0,23.0,0.71,37.0,10000,361.52,0.55,10000
15486,D,36,Completed,2010-09-02 00:00:00,0.1793,0.1575,0.1475,SC,Other,Full-time,20.0,True,"$25,000-49,999",True,2666.666667,0.0,4.0,0.98,11.0,7195,252.07,0.38,7195
15491,D,36,Chargedoff,2010-08-18 00:00:00,0.22744,0.22,0.21,CA,Computer Programmer,Full-time,136.0,True,"$100,000+",True,10666.666667,0.0,7.0,0.88,26.0,8500,324.62,0.16,8500
15494,D,36,Chargedoff,2008-11-05 00:00:00,0.25365,0.2461,0.2361,NC,Professional,Full-time,29.0,True,"$25,000-49,999",True,3166.666667,7.0,18.0,1.05,28.0,3000,118.66,0.31,3000
15495,C,36,Chargedoff,2008-06-24 00:00:00,0.23989000000000002,0.2324,0.2124,OH,Clerical,Full-time,37.0,True,"$25,000-49,999",True,2816.666667,0.0,10.0,0.63,13.0,9500,368.93,0.51,9500
15500,B,36,Chargedoff,2008-12-22 00:00:00,0.1963,0.189,0.164,IA,Other,Self-employed,20.0,True,"$25,000-49,999",True,2625.0,2.0,6.0,0.97,22.0,10000,366.05,0.66,10000
15511,C,36,Completed,2008-07-30 00:00:00,0.37453000000000003,0.35,0.34,MD,Other,Full-time,20.0,False,"$1-24,999",True,2000.0,2.0,12.0,0.25,28.0,1000,45.24,0.86,1000
15520,AA,36,Completed,2008-06-06 00:00:00,0.0768,0.07,0.07,CA,Teacher,Full-time,98.0,True,"$75,000-99,999",True,6250.0,0.0,1.0,0.02,33.0,5000,154.39,0.04,5000
15522,B,36,Completed,2011-09-15 00:00:00,0.18403,0.1695,0.1595,CA,Other,Full-time,292.0,True,"$50,000-74,999",True,4583.333333,1.0,4.0,0.74,23.0,11000,379.88,0.23,11000
15543,C,36,Completed,2011-07-15 00:00:00,0.19906,0.177,0.167,CA,Administrative Assistant,Part-time,3.0,False,"$1-24,999",True,1560.0,0.0,1.0,0.86,9.0,10500,371.77,0.37,10500
15545,AA,36,Completed,2010-03-16 00:00:00,0.08482999999999999,0.078,0.073,HI,Social Worker,Full-time,188.0,True,"$50,000-74,999",True,6206.75,1.0,3.0,0.33,17.0,25000,781.1,0.22,25000
15552,A,36,Defaulted,2008-07-22 00:00:00,0.1973,0.19,0.185,CA,Other,Self-employed,28.0,True,"$100,000+",True,9941.416667,13.0,39.0,0.85,21.0,25000,916.4,0.21,25000
15554,AA,36,Defaulted,2009-02-28 00:00:00,0.09136,0.0845,0.0845,GA,Other,Self-employed,43.0,True,"$75,000-99,999",True,6771.583333,3.0,7.0,0.26,39.0,9982,314.88,0.16,9982
15569,C,36,Chargedoff,2009-07-21 00:00:00,0.11499000000000001,0.1045,0.0945,CA,Other,Full-time,60.0,False,"$25,000-49,999",True,2500.0,0.0,1.0,0.97,9.0,4981,161.78,0.16,4981
15574,A,36,Completed,2007-09-07 00:00:00,0.10082,0.0835,0.076,MT,Retail Management,Full-time,27.0,False,"$25,000-49,999",True,2426.666667,0.0,8.0,0.37,23.0,1000,31.5,0.31,1000
15586,HR,36,Chargedoff,2008-08-23 00:00:00,0.31861,0.2949,0.2849,GA,Clerical,Full-time,15.0,False,"$1-24,999",True,1079.166667,1.0,5.0,0.0,3.0,3500,147.6,0.25,3500
15596,C,36,Completed,2011-02-14 00:00:00,0.22125,0.1989,0.1889,MO,Other,Full-time,18.0,False,"$1-24,999",True,933.333333,1.0,24.0,0.56,2.0,4000,148.43,0.25,4000
15600,A,36,Completed,2009-10-09 00:00:00,0.13915,0.125,0.115,CO,Sales - Retail,Full-time,83.0,True,"$25,000-49,999",True,2416.666667,5.0,8.0,0.54,23.0,5500,183.99,0.9,5500
15604,A,36,Completed,2010-09-16 00:00:00,0.09479,0.081,0.071,MI,Professional,Full-time,40.0,False,"$1-24,999",True,1000.0,0.0,0.0,0.21,5.0,5000,156.91,0.17,5000
15605,C,36,Defaulted,2010-04-09 00:00:00,0.29575,0.288,0.278,GA,Executive,Self-employed,28.0,True,"$50,000-74,999",True,4166.666667,4.0,10.0,0.73,14.0,25000,1044.92,0.43,25000
15608,B,36,Completed,2011-01-23 00:00:00,0.15428,0.14,0.13,WY,Clerical,Full-time,226.0,False,"$25,000-49,999",True,3044.25,0.0,0.0,0.68,26.0,11000,374.75,0.59,11000
